Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,6.414465735451717,6.446623652315766,6.382908916146501,6.431897163391113,493729600,0.0,0.0
2010-01-05 00:00:00-05:00,6.449628123940107,6.479381644029889,6.409054448902572,6.443016052246094,601904800,0.0,0.0
2010-01-06 00:00:00-05:00,6.443018960115972,6.4685652110148535,6.333922135526896,6.340534210205078,552160000,0.0,0.0
2010-01-07 00:00:00-05:00,6.363974496388555,6.371488215581242,6.282827934174395,6.328810691833496,477131200,0.0,0.0
2010-01-08 00:00:00-05:00,6.320397231992178,6.371489732130112,6.283130780993104,6.3708882331848145,447610800,0.0,0.0
2010-01-11 00:00:00-05:00,6.395529580009705,6.40154055373369,6.264794111645861,6.3146843910217285,462229600,0.0,0.0
2010-01-12 00:00:00-05:00,6.2870340520605135,6.3044662786279275,6.203784466413538,6.242854595184326,594459600,0.0,0.0
2010-01-13 00:00:00-05:00,6.247364749292684,6.339329862823668,6.134060272108536,6.330914497375488,605892000,0.0,0.0
2010-01-14 00:00:00-05:00,6.314686853237379,6.325205660089231,6.281927434934749,6.294249534606934,432894000,0.0,0.0
2010-01-15 00:00:00-05:00,6.33932905631798,6.359465821078557,6.187255011466389,6.189058303833008,594067600,0.0,0.0
2010-01-19 00:00:00-05:00,6.261187227110497,6.467358800755475,6.228428625685768,6.462850570678711,730007600,0.0,0.0
2010-01-20 00:00:00-05:00,6.458944487018593,6.4781792038703365,6.296351641840547,6.363372802734375,612152800,0.0,0.0
2010-01-21 00:00:00-05:00,6.373891654424182,6.410857943534868,6.227527235262426,6.253373622894287,608154400,0.0,0.0
2010-01-22 00:00:00-05:00,6.214605365026937,6.236244073750303,5.925484272268936,5.943215847015381,881767600,0.0,0.0
2010-01-25 00:00:00-05:00,6.086273309479745,6.152091477371567,6.01654760669144,6.1031036376953125,1065699600,0.0,0.0
2010-01-26 00:00:00-05:00,6.189659259963583,6.422879850921394,6.088376748617638,6.189358711242676,1867110000,0.0,0.0
2010-01-27 00:00:00-05:00,6.216707383224007,6.328809238977538,5.996710550965683,6.247663497924805,1722568400,0.0,0.0
2010-01-28 00:00:00-05:00,6.159007346406047,6.176137828897434,5.971769419239119,5.989500999450684,1173502400,0.0,0.0
2010-01-29 00:00:00-05:00,6.043296712129151,6.07695737228532,5.717809612672554,5.772207736968994,1245952400,0.0,0.0
2010-02-01 00:00:00-05:00,5.781522959061045,5.89061973022452,5.749365050498798,5.852450847625732,749876400,0.0,0.0
2010-02-02 00:00:00-05:00,5.887913380671683,5.900235472386802,5.811876187582808,5.886410236358643,698342400,0.0,0.0
2010-02-03 00:00:00-05:00,5.865673371049762,6.016846126540046,5.843132624360645,5.9876933097839355,615328000,0.0,0.0
2010-02-04 00:00:00-05:00,5.912558671426497,5.961847853396128,5.757479562120192,5.771905899047852,757652000,0.0,0.0
2010-02-05 00:00:00-05:00,5.789338189762583,5.890620711551353,5.735841314458495,5.874391078948975,850306800,0.0,0.0
2010-02-08 00:00:00-05:00,5.881305156733202,5.94712374014081,5.830513211083085,5.83411979675293,478270800,0.0,0.0
2010-02-09 00:00:00-05:00,5.903243530501275,5.935701994121879,5.853053091266943,5.896331310272217,632886800,0.0,0.0
2010-02-10 00:00:00-05:00,5.887314866012588,5.908654230809668,5.83832701959435,5.864173412322998,370361600,0.0,0.0
2010-02-11 00:00:00-05:00,5.856960081004423,6.003324113722218,5.8323154845014855,5.970865249633789,550345600,0.0,0.0
2010-02-12 00:00:00-05:00,5.95403350423053,6.060125182568202,5.875592304617224,6.022256851196289,655468800,0.0,0.0
2010-02-16 00:00:00-05:00,6.06914300963386,6.1217378404670475,6.056520362588575,6.113022327423096,543737600,0.0,0.0
2010-02-17 00:00:00-05:00,6.136763202648679,6.140369786896269,6.036682496111102,6.087474822998047,436396800,0.0,0.0
2010-02-18 00:00:00-05:00,6.059825564905689,6.127748783887258,6.038487404927767,6.098896503448486,422825200,0.0,0.0
2010-02-19 00:00:00-05:00,6.066740263257768,6.1070126027963525,6.044199100941177,6.061029434204102,415469600,0.0,0.0
2010-02-22 00:00:00-05:00,6.081164467851108,6.085972846504262,5.986493619512739,6.0234599113464355,390563600,0.0,0.0
2010-02-23 00:00:00-05:00,6.010838011504735,6.050810197017129,5.881905794032023,5.922478675842285,575094800,0.0,0.0
2010-02-24 00:00:00-05:00,5.957641362384314,6.054115503534688,5.945919961288152,6.030673503875732,460566400,0.0,0.0
2010-02-25 00:00:00-05:00,5.932094033519153,6.096790692378811,5.917367549923056,6.070944309234619,665126000,0.0,0.0
2010-02-26 00:00:00-05:00,6.082366451119776,6.16621754725171,6.070945999720931,6.149687767028809,507460800,0.0,0.0
2010-03-01 00:00:00-05:00,6.183650153450764,6.296353550235696,6.174634090366691,6.281026363372803,550093600,0.0,0.0
2010-03-02 00:00:00-05:00,6.3092744240106535,6.33632340583361,6.243455863559168,6.276816368103027,566546400,0.0,0.0
2010-03-03 00:00:00-05:00,6.27952200063702,6.307472232172387,6.249467927827662,6.291242599487305,372052800,0.0,0.0
2010-03-04 00:00:00-05:00,6.28974102631952,6.33902941969913,6.270204954936821,6.3327178955078125,366041200,0.0,0.0
2010-03-05 00:00:00-05:00,6.459846522585055,6.602904503194715,6.450529512263567,6.580363750457764,899620400,0.0,0.0
2010-03-08 00:00:00-05:00,6.612223577168388,6.614627566558287,6.559328186521428,6.584273338317871,429889600,0.0,0.0
2010-03-09 00:00:00-05:00,6.5611296294393195,6.7621919262095584,6.548506983317725,6.7026848793029785,920259200,0.0,0.0
2010-03-10 00:00:00-05:00,6.727029600671761,6.7766189451520455,6.708095428958674,6.757383823394775,596218000,0.0,0.0
2010-03-11 00:00:00-05:00,6.7294326254043755,6.777217864990234,6.711700251132515,6.777217864990234,405700400,0.0,0.0
2010-03-12 00:00:00-05:00,6.833421377530077,6.844241134658199,6.7847340755206,6.8102803230285645,416323600,0.0,0.0
2010-03-15 00:00:00-04:00,6.773614956507818,6.777220740101884,6.619436609683394,6.727331638336182,493502800,0.0,0.0
2010-03-16 00:00:00-04:00,6.73754636859024,6.761589460980633,6.687355941737034,6.745660781860352,446908000,0.0,0.0
2010-03-17 00:00:00-04:00,6.759186954704131,6.805770810297791,6.710199110214925,6.735744953155518,450956800,0.0,0.0
2010-03-18 00:00:00-04:00,6.73514311464194,6.762192504214614,6.690362952527392,6.751673698425293,342109600,0.0,0.0
2010-03-19 00:00:00-04:00,6.755882241859653,6.76940653710209,6.648888871365105,6.679544448852539,559445600,0.0,0.0
2010-03-22 00:00:00-04:00,6.626046602475909,6.792246439510847,6.616429043072803,6.754678249359131,456419600,0.0,0.0
2010-03-23 00:00:00-04:00,6.781427248983313,6.875797964573612,6.735143537563871,6.863174915313721,602431200,0.0,0.0
2010-03-24 00:00:00-04:00,6.841534735424527,6.918473604559785,6.837627200702303,6.893528461456299,597780400,0.0,0.0
2010-03-25 00:00:00-04:00,6.940111943659173,6.9416150884831564,6.7997585042695015,6.8117804527282715,542284400,0.0,0.0
2010-03-26 00:00:00-04:00,6.880906452769786,6.971068666458749,6.868884503264586,6.939512252807617,640875200,0.0,0.0
2010-03-29 00:00:00-04:00,7.002625904654202,7.0287724411101795,6.961150981264242,6.984292030334473,540744400,0.0,0.0
2010-03-30 00:00:00-04:00,7.110819522296849,7.137267808620449,7.040191779664406,7.088278770446777,527310000,0.0,0.0
2010-03-31 00:00:00-04:00,7.077458073520991,7.111118718004809,7.046501965477354,7.06273078918457,430659600,0.0,0.0
2010-04-01 00:00:00-04:00,7.135166178189813,7.174837017130003,6.99511363902552,7.091887950897217,603145200,0.0,0.0
2010-04-05 00:00:00-04:00,7.062133240347657,7.16822414056218,7.055821315311254,7.167623043060303,684507600,0.0,0.0
2010-04-06 00:00:00-04:00,7.158910241868099,7.220220605213111,7.1228451806297945,7.199182987213135,447017200,0.0,0.0
2010-04-07 00:00:00-04:00,7.1994799244308725,7.270708769817774,7.172731488661108,7.231037139892578,628502000,0.0,0.0
2010-04-08 00:00:00-04:00,7.226229039957672,7.259288600916294,7.154098942860059,7.211502552032471,572989200,0.0,0.0
2010-04-09 00:00:00-04:00,7.255983357568252,7.269808601229493,7.226830527636271,7.2668023109436035,334182800,0.0,0.0
2010-04-12 00:00:00-04:00,7.279124017049138,7.305271357819089,7.267403016713202,7.281829357147217,333026400,0.0,0.0
2010-04-13 00:00:00-04:00,7.268908318195514,7.297159107393039,7.246366753313404,7.286038398742676,306210800,0.0,0.0
2010-04-14 00:00:00-04:00,7.371690126614294,7.387618806760978,7.3353249369988855,7.384012222290039,404076400,0.0,0.0
2010-04-15 00:00:00-04:00,7.386718876344462,7.484395227425743,7.378604460225961,7.4810895919799805,376784800,0.0,0.0
2010-04-16 00:00:00-04:00,7.470568251081303,7.54780806893034,7.349750874821931,7.435405254364014,750545600,0.0,0.0
2010-04-19 00:00:00-04:00,7.424285323425841,7.4501317109137055,7.266199906220293,7.425487518310547,566924400,0.0,0.0
2010-04-20 00:00:00-04:00,7.469667039104502,7.491005597220147,7.301964863949601,7.350953102111816,738326400,0.0,0.0
2010-04-21 00:00:00-04:00,7.778021125187731,7.821600279434835,7.6857546932950696,7.79064416885376,982391200,0.0,0.0
2010-04-22 00:00:00-04:00,7.761194520642462,8.016955519544897,7.699883370588023,8.008540153503418,793424800,0.0,0.0
2010-04-23 00:00:00-04:00,8.05421887942202,8.180145964161287,8.024465764684946,8.139573097229004,796955600,0.0,0.0
2010-04-26 00:00:00-04:00,8.171133614476606,8.188564641981264,8.06023311591244,8.099604606628418,479068800,0.0,0.0
2010-04-27 00:00:00-04:00,8.032583475004143,8.049714355079002,7.829718254531771,7.875400066375732,709343600,0.0,0.0
2010-04-28 00:00:00-04:00,7.9117657638412915,7.9343057188306565,7.706195210881241,7.862176418304443,758402400,0.0,0.0
2010-04-29 00:00:00-04:00,7.904851981454616,8.114630197244031,7.874497760999738,8.07375717163086,558840800,0.0,0.0
2010-04-30 00:00:00-04:00,8.093891189699589,8.131759523068997,7.84414204349323,7.846846580505371,542463600,0.0,0.0
